NumFeatures,Word,LenWord
2808,M EH T AH B AA L IH K,9
3584,M AH T AE B AH L IH Z AH M,11
2896,M EH T AH K AA R P AH L,10
1376,M EH T AH L,5
1976,M AH T AE L IH K,7
3888,M EH T AH L ER JH IH K AH L,11
2792,M EH T AH L ER JH IY,8
2770,M EH T AH M AO R F IH K,10
3906,M EH T AH M AO R F AH S AH S,12
2066,M EH T AH F AO R,7
3508,M EH T AH F AO R IH K AH L,11
3696,M EH T AH F IH Z IH K AH L,11
1448,M IY T IY ER,5
2648,M IY T IY AO R IH K,8
5216,M IY T IY AO R AH L AA JH IH K AH L,14
4840,M IY T IY ER AA L AH JH IH S T,12
3816,M IY T IY ER AA L AH JH IY,10
936,M IY T ER,4
1376,M EH TH EY N,5
2216,M EH TH AH N AA L,7
1448,M EH TH AH D,5
3056,M AH TH AA D AH K AH L,9
3056,M AH TH AA D IH K AH L,9
3280,M EH TH AH D IH Z AH M,9
2984,M EH TH AH D AH S T,8
2984,M EH TH AH D IH S T,8
4912,M EH TH AH D AH L AA JH IH K AH L,13
3816,M EH TH AH D AA L AH JH IY,10
1376,M EH TH AH L,5
3128,M AH T IH K Y AH L AH S,10
1464,M EH T R IH K,6
2192,M EH T R IH K AH L,8
3096,M AH T R AA P AH L AH S,10
4048,M EH T R AH P AA L AH T AH N,12
1376,M EH T AH L,5
354,M Y UW,3
2208,M EH K S AH K AH N,8
2216,M EH Z AH N IY N,7
1008,M EH Z OW,4
80,M IY,2
770,M AY AE M IY,5
1408,M IY AE Z M AH,6
1216,M AY AE Z M AH,6
546,M AY K AH,4
890,M AY K AH L,5
328,M IH K,3
712,M IH K IY,4
1128,M AY K R OW B,6
2642,M AY K R AH K AA Z AH M,10
2170,M AY K R AA M AH T ER,9
1106,M AY K R AA N,6
1875,M AY K R AH F OW N,8
2292,M AY K R AH S K OW P,9
2874,M AY K R AH S K AA P IH K,11
424,M IH D,3
1376,M IH D AH L,5
2088,M IH D AH L IH NG,7
1576,M IH D L IH NG,6
424,M IH JH,3
1448,M IH JH AH T,5
936,M IY D IY,4
1448,M IH D S T,5
936,M IH S T,4
376,M IY N,3
318,M AY T,3
718,M AY T IY,4
1106,M AY G R EY N,6
1554,M AY G R AH N T,7
1162,M AY G R EY T,6
2114,M AY G R EY SH AH N,8
2586,M AY G R AH T AO R IY,9
1696,M IH K AA D OW,6
246,M AY K,3
824,M IH L CH,4
632,M AY L D,4
1344,M IH L D UW,5
282,M AY L,3
1088,M AY L AH JH,5
1088,M AY L IH JH,5
632,M AY L ER,4
3136,M IH L AH T AH N S IY,9
2680,M IH L AH T AH N T,8
3624,M IH L AH T ER IH Z AH M,10
4208,M IH L IH T ER IH S T IH K,11
2544,M IH L AH T ER AY Z,8
2544,M IH L AH T EH R IY,8
2544,M IH L IH T EH R IY,8
1792,M AH L IH SH AH,6
1792,M IH L IH SH AH,6
698,M IH L K,4
376,M IH L,3
2416,M AH L EH N IY AH M,8
824,M IH L ER,4
1280,M IH L AH T,5
1889,M IH L AH G R AE M,8
1664,M IH L IH N ER,6
1384,M IH L Y AH N,6
2160,M IH L Y AH N EH R,8
1832,M IH L Y AH N TH,7
824,M IH L T,4
210,M AY M,3
2098,M IH M IY AH G R AE F,9
848,M IH M IH K,5
1424,M IH M IH K R IY,7
1600,M IH M OW S AH,6
376,M IH N,3
1792,M IH N ER EH T,6
824,M IH N S,4
1280,M IH N S ER,5
632,M AY N D,4
1600,M AY N D AH D,6
1600,M AY N D IH D,6
1088,M AY N D ER,5
282,M AY N,3
1720,M IH N ER AH L,6
1112,M IH NG G AH L,6
824,M IH N IY,4
2790,M IH N IY AH CH UH R,8
1704,M IH N AH M AH L,7
1576,M IH N AH M AY Z,7
1608,M IH N AH M AH M,7
1384,M IH N Y AH N,6
2304,M IH N AH S T ER,7
2304,M IH N IH S T ER,7
3896,M IH N IH S T IY R IY AH L,11
3896,M IH N AH S T R EY SH AH N,11
2544,M IH N AH S T R IY,8
2544,M IH N IH S T R IY,8
510,M IH NG K,4
887,M IH N OW,4
632,M AY N ER,4
2388,M AY N AO R AH T IY,8
2594,M AH N AO R AH T IY,8
1792,M IH N S T ER,6
2376,M IH N S T R AH L,8
824,M IH N T,4
2288,M IH N Y AH W EH T,8
1088,M AY N AH S,5
2653,M IH N AH S K Y UW L,9
1280,M IH N AH T,5
1194,M AY N UW T,5
1374,M AY N Y UW T,6
2480,M IH N UW SH IY AH,7
1728,M IH R AH K AH L,7
2492,M ER AE K Y AH L AH S,9
936,M ER AA ZH,4
246,M AY R,3
318,M AY ER,3
712,M IH R ER,4
424,M ER TH,3
2914,M IH S AH N TH R OW P,9
3632,M IH S AH L EY N IY AH S,10
2664,M IH S AH L EY N IY,8
1816,M IH S CH AH F,6
2600,M IH S CH AH V AH S,8
2656,M IH S K R IY AH N T,9
718,M AY Z ER,4
2544,M IH Z ER AH B AH L,8
1448,M IH Z ER IY,5
1374,M IH S HH AE P,6
3816,M IH Z AH JH IH N IH S T,10
2848,M IH Z AH JH IH N IY,8
424,M IH S,3
1376,M IH S AH L,5
1376,M IH S AH L,5
1376,M IH SH AH N,5
2536,M IH SH AH N EH R IY,8
1304,M IH S IH V,5
1448,M IH S IH Z,5
936,M IH S IY,4
936,M IH S T,4
1816,M IH S T EY K,6
2544,M IH S T EY K AH N,8
1448,M IH S T ER,5
2032,M IH S T R AH L,7
2088,M IH S T R AH S,7
1448,M IH S T IY,5
318,M AY T,3
2088,M IH T AH G EY T,7
3040,M IH T IH G EY SH AH N,9
1176,M IH T R IY,5
718,M AY T ER,4
424,M IH T,3
1376,M IH T AH N,5
712,M IH K S,4
1624,M IH K S CH ER,6
1123,M AH D AE M,5
1123,M AE D AH M,5
1768,N IH M AA N IH K,7
1768,N IY M AA N IH K,7
90,M OW,2
423,M OW N,3
477,M OW T,3
328,M AA B,3
1139,M OW B AH L,5
2555,M OW B IH L AH T IY,8
2555,M OW B IH L IH T IY,8
4019,M OW B AH L AH Z EY SH AH N,11
4019,M OW B AH L IH Z EY SH AH N,11
1803,M OW B AH L AY Z,7
2064,M AA K AH S IH N,7
795,M OW K AH,4
328,M AA K,3
477,M AO D,3
1485,M OW D AH L,5
2616,M AH D AE L AH T IY,8
477,M OW D,3
1376,M AA D AH L,5
1960,M AA D ER AH T,6
1960,M AA D ER EY T,6
2912,M AA D ER EY SH AH N,8
2472,M AA D ER EY T ER,7
1376,M AA D ER N,5
3088,M AA D ER N IH Z AH M,9
2792,M AA D ER N AH S T,8
2792,M AA D ER N AH T IY,8
4256,M AA D ER N AH Z EY SH AH N,11
3464,M AA D ER N AY Z EY SH AH,10
2040,M AA D ER N AY Z,7
1960,M AA D AH S T,6
2472,M AA D AH S T IY,7
1920,M AA D IH K AH M,7
3712,M AA D AH F AH K EY SH AH N,11
1580,M AA D AH F AY,6
1824,M AA JH AH L ER,6
2573,M AO JH UW L EY T,7
3232,M AA JH AH L EY SH AH N,9
1503,M AA JH UW L,5
1139,M OW G AH L,5
1083,M OW HH EH R,5
1567,M OW HH AE M IH D,7
827,M OY S T,4
1267,M OY S AH N,5
1339,M OY S CH ER,5
2128,M AH L AE S AH Z,7
423,M OW L,3
2520,M AH L EH K Y AH L ER,9
2157,M AA L AH K Y UW L,8
1792,M AH L EH S T,6
3864,M OW L EH S T EY SH AH N,10
376,M AA L,3
1428,M AA L AH F AY,6
824,M AA L IY,4
2256,M AO L AH T AA F,7
1816,M OW L T AH N,6
3088,M AH L IH B D IH N AH M,10
280,M AA M,3
1414,M OW M AH N T,6
2622,M OW M AH N T EH R IY,9
2382,M OW M EH N T AH S,8
2166,M OW M EH N T AH M,8
600,M AA M AH,4
1428,M AA N AA R K,6
2640,M AA N AA R K IH S T,9
1728,M AA N AA R K IY,7
3056,M AA N AH S T EH R IY,9
2496,M AH N AE S T IH K,8
4472,M AH N AE S T AH S IH Z AH M,12
1280,M AH N D IY,5
1280,M AH N D EY,5
2544,M AA N AH T EH R IY,8
824,M AH N IY,4
1280,M AH N IY D,5
768,M AH NG G ER,5
1112,M AA NG G AH L,6
2144,M AA NG G OW L IY AH,8
1890,M AA NG G OW L Y AH,8
2584,M AA NG G OW L IY AH N,9
2234,M AA NG G OW L Y AH N,9
1254,M AA NG G UW S,6
1792,M AA N AH T ER,6
510,M AH NG K,4
768,M AH NG K IY,5
990,M OW N OW,4
2031,M AA N AH K R OW M,8
1880,M AA N AH K AH L,7
2432,M AH N AA G AH M AH S,9
2088,M AH N AA G AH M IY,8
1889,M AA N AH G R AE M,8
1938,M AA N AH G R AE F,8
2120,M AA N AH L IH TH,7
3000,M AA N AH L IH TH IH K,9
2096,M AA N AH L AO G,7
3296,M AH N AA P AH L AH S T,10
4176,M AH N AA P AH L IH S T IH K,12
4760,M AH N AA P AH L IH Z EY SH AH N,13
2544,M AH N AA P AH L AY Z,9
2328,M AH N AA P AH L IY,8
3136,M AH N AA T AH N AH S,9
2680,M AH N AA T AH N IY,8
2208,M AH N AA K S AY D,8
1176,M AH S Y ER,5
2384,M AA N S IY N Y ER,8
1839,M AA N S UW N,6
1792,M AA N S T ER,6
3968,M AA N S T R AA S AH T IY,11
2432,M AA N S T R AH S,8
1792,M AA N T AA ZH,6
824,M AH N TH,4
1664,M AH N TH L IY,6
2304,M AA N S ER AA T,7
2448,M AA N Y UW M AH N T,9
2336,M AA N Y AH M AH N T,9
3232,M AA N Y AH M EH N T AH L,11
3344,M AA N Y UW M EH N T AH L,11
90,M UW,2
477,M UW D,3
423,M UW N,3
369,M UH R,3
477,M UW S,3
477,M UW T,3
328,M AA P,3
369,M OW P,3
1195,M OW P EH D,5
864,M ER EY N,4
1139,M AO R AH L,5
761,M ER AE L,4
2555,M AO R AH L IH S T,8
3435,M AO R AH L IH S T IH K,10
2128,M ER AE L AH T IY,7
1803,M AO R AH L AY Z,7
824,M ER AE S,4
1085,M AO R AE S,5
3315,M AO R AH T AO R IY AH M,10
1375,M AO R B AH D,6
2911,M AO R B IH D AH T IY,9
2083,M AO R D AH N T,7
369,M AO R,3
1195,M AO R EY Z,5
1195,M AO R IY Z,5
675,M AO R G,4
2259,M AO R AH B AH N D,8
1161,M AO R M AH N,6
735,M AO R N,4
1349,M AO R N IH NG,6
1520,M ER AA K AH N,6
1230,M ER AA K OW,5
1139,M AO R AA N,5
1048,M ER OW S,4
1319,M AO R F IY N,6
3831,M AO R F AH L AA JH IH K AH L,12
2735,M AO R F AA L AH JH IY,9
2147,M AO R IH S AH N,7
766,M AA R OW,4
855,M AO R OW,4
795,M AO R S,4
1635,M AO R S AH L,6
1635,M AO R T AH L,6
2891,M AO R T AE L AH T IY,9
1195,M AO R T ER,5
1375,M AO R G AH JH,6
1375,M AO R G IH JH,6
2659,M AO R T IH SH AH N,8
1839,M AO R T IH F AY,7
2619,M AO R CH UW EH R IY,8
1925,M OW Z EY IH K,6
1485,M OW Z EH L,5
1557,M OW Z AH S,5
1557,M OW Z IH S,5
1045,M OW Z IY,4
1576,M AA Z L AH M,6
792,M AA S K,4
885,M AO S K,4
2160,M AH S K IY T OW,7
477,M AO S,3
1045,M OW S T,4
477,M OW S,3
477,M OW T,3
1485,M OW T EH L,5
477,M AO TH,3
936,M AH DH ER,4
1413,M OW T IY F,5
1485,M OW SH AH N,5
2197,M OW T AH V EY T,7
3149,M OW T AH V EY SH AH N,9
1413,M OW T IH V,5
1312,M AA T L IY,5
1045,M OW T ER,4
2197,M OW T ER K EY D,7
2581,M OW T ER IH S T,7
1797,M OW T ER AY Z,6
1008,M AA T OW,4
920,M OW L D,4
1376,M OW L D ER,5
1376,M OW L D IY,5
632,M AW N D,4
632,M AW N T,4
1528,M AW N T AH N,6
2304,M AW N T IH N IH R,8
2432,M AW N T AH N AH S,8
735,M AO R N,4
318,M AW S,3
477,M UW S,3
1824,M AH S T AE SH,6
718,M AW S IY,4
318,M AW TH,3
369,M UW V,3
795,M UW V IY,4
90,M OW,2
477,M OW ER,3
1975,M OW Z AE M B IY K,8
2117,M OW Z AH M B IY K,8
1448,M IH S T ER,5
1448,M IH S IH Z,5
424,M IH Z,3
632,M AW N T,4
90,M UW,2
424,M AH CH,3
328,M AH K,3
1504,M Y UW K AH S,6
1504,M Y UW K AH S,6
424,M AH D,3
1376,M AH D AH L,5
936,M AH D IY,4
328,M AH F,3
1056,M AH F AH N,5
1056,M AH F AH L,5
1008,M AH F L ER,5
328,M AH G,3
712,M AH G IY,4
1864,M AH L AA T OW,6
1712,M AH L B EH R IY,7
824,M AH L CH,4
1040,M AH L K T,5
741,M Y UW L,4
376,M AH L,3
824,M AH L AH,4
1280,M AH L AH T,5
2376,M AH L T AH P AH L,8
3040,M AH L T IY P L EH K S,10
4392,M AH L T AH P L AH K EY SH AH N,13
4320,M AH L T AH P L IH S IH T IY,12
2230,M AH L T AH P L AY,8
2952,M AH L T AH T UW D,8
280,M AH M,3
1112,M AH M B AH L,6
1124,M AH M AH F AY,6
600,M AH M IY,4
824,M AH N CH,4
1720,M AH N D EY N,6
3302,M Y UW N IH S AH P AH L,10
2646,M Y UW N IH SH AH N,8
1448,M Y UH R AH L,6
936,M ER D ER,4
1960,M ER D ER AH S,6
328,M ER K,3
600,M ER M ER,4
712,M ER F IY,4
1376,M AH S AH L,5
2040,M AH S K AH V AY T,8
2160,M AH S K Y AH L ER,8
804,M Y UW Z,4
2180,M Y UW Z IY AH M,7
2180,M Y UW Z IY AH M,7
424,M AH SH,3
1740,M Y UW Z IH K,6
2468,M Y UW Z IH K AH L,8
2836,M Y UW Z IH SH AH N,8
792,M AH S K,4
1576,M AH S K AH T,6
2456,M AH S K AH T IY R,8
1176,M AH S K IY,5
1576,M AH Z L AH M,6
1576,M AH Z L IH M,6
1704,M AH Z L AH N,6
1376,M AH S AH L,5
936,M AH S T,4
1635,M AH S T AE NG,6
1960,M AH S T ER D,6
1448,M AH S T ER,5
1448,M AH S T IY,5
2468,M Y UW T AH B AH L,8
2260,M Y UW T AH N T,7
1884,M Y UW T EY T,6
2836,M Y UW T EY SH AH N,8
804,M Y UW T,4
1884,M Y UW T IH D,6
2716,M Y UW T AH L EY T,8
3668,M Y UW T AH L EY SH AH N,10
2588,M Y UW T AH N IH R,8
2716,M Y UW T AH N AH S,8
2260,M Y UW T AH N IY,7
424,M AH T,3
936,M AH T ER,4
1376,M AH T AH N,5
1614,M Y UW Z AE K,6
1376,M AH Z AH L,5
936,M AH Z IY,4
2306,M AY K AA L AH JH IY,8
1504,M AY OW P IY AH,6
1278,M AY AA P IH K,6
1624,M IH R IY AH D,6
80,M ER,2
1376,M ER T AH L,5
1480,M AY S EH L F,6
3112,M IH S T IH R IY AH S,9
1960,M IH S T ER IY,6
1816,M IH S T IH K,6
2544,M IH S T IH K AH L,8
3792,M IH S T IH S IH Z AH M,10
2092,M IH S T AH F AY,7
1816,M IH S T IY K,6
424,M IH TH,3
2032,M IH TH AH K AH L,7
2032,M IH TH IH K AH L,7
3888,M IH TH AH L AA JH IH K AH L,11
2792,M AH TH AA L AH JH IY,8
112,EH N,2
385,N AE B,3
1015,N AE B AA B,5
1080,N EY D ER,4
385,N AE G,3
504,N EY L,3
714,N AY IY V,4
1224,N EY K AH D,5
376,N EY M,3
952,N EY M L IY,5
1728,N AH M IH B IY AH,7
2168,N AH M IH B IY AH N,8
441,N AE N,3
1296,N AE N S IY,5
840,N AE N IY,4
385,N AE P,3
1056,N EY P AA M,5
1127,N AE F TH AH,5
2407,N AE F TH AH L IY N,8
1275,N AE P K IH N,6
2658,N AH P OW L IY AH N,8
2308,N AH P OW L Y AH N,8
3434,N AH P OW L IY AA N IH K,10
3568,N AA R S IH S IH Z AH M,10
3272,N AA R S IH S IH S T,9
4152,N AA R S IH S IH S T IH K,11
2760,N AA R S IH S AH S,8
2296,N AA R K AA T IH K,8
1224,N EH R EY T,5
2176,N EH R EY SH AH N,7
2007,N AE R AH T IH V,7
2104,N EH R AH T IH V,7
1736,N EH R EY T ER,6
878,N EH R OW,4
775,N AE R OW,4
1520,N EY Z AH L,5
1968,N EY S AH N T,6
1465,N AE S T IY,5
1520,N EY T AH L,5
1520,N AH T AA L,5
1520,N EY SH AH N,5
2233,N AE SH AH N AH L,7
3945,N AE SH AH N AH L IH Z AH M,11
3649,N AE SH AH N AH L AH S T,10
3649,N AE SH AH N AH L IH S T,10
4529,N AE SH AH N AH L IH S T IH K,12
3488,N AE SH AH N AE L AH T IY,10
3488,N AE SH AH N AE L IH T IY,10
5113,N AE SH AH N AH L AH Z EY SH AH N,13
2897,N AE SH AH N AH L AY Z,9
1448,N EY T IH V,5
2744,N AH T IH V AH T IY,8
1152,N EY T OW,4
953,N AE T ER,4
953,N AE T IY,4
1905,N AE CH ER AH L,6
3617,N AE CH ER AH L IH Z AH M,10
3321,N AE CH ER AH L AH S T,9
4201,N AE CH ER AH L IH S T IH K,11
2569,N AE CH ER AH L AY Z,8
1080,N EY CH ER,4
639,N AO T,3
1207,N AO T IY,4
1719,N AO Z IY AH,5
2231,N AO Z IY EY T,6
1719,N AO SH AH S,5
2303,N AO T AH K AH L,7
2551,N AO T AH L AH S,7
1168,N EY V AH L,5
440,N EY V,3
1168,N EY V AH L,5
2415,N AE V AH G AH B AH L,9
1799,N AE V AH G EY T,7
2751,N AE V AH G EY SH AH N,9
2311,N AE V AH G EY T ER,8
824,N EY V IY,4
112,N EY,2
1592,N AA T S IY,5
2273,N AE Z IH Z AH M,7
112,N IY,2
112,N EY,2
3335,N IY AE N D ER TH AO L,9
3520,N IY AH P AA L AH T AH N,10
440,N IH R,3
568,N IY T,3
1808,N EH B Y AH L AH,7
2264,N EH B Y AH L AH S,8
2856,N EH S AH S EH R IY,8
3640,N AH S EH S AH T EY T,9
3128,N AH S EH S AH T IY,8
3128,N AH S EH S IH T IY,8
440,N EH K,3
1576,N EH K L AH S,6
2637,N EH K R AH M AE N S ER,10
2637,N EH K R AH M AE N S IY,10
2936,N AH K R AA P AH L AH S,10
1224,N EH K T ER,5
112,N IY,2
568,N IY D,3
1520,N IY D AH L,5
1080,N IY D IY,4
2408,N AH F EH R IY AH S,8
1224,N IH G EY T,5
2176,N AH G EY SH AH N,7
2104,N EH G AH T IH V,7
1832,N AH G L EH K T,7
1832,N IH G L EH K T,7
2976,N EH G L AH JH AH N S,9
2976,N EH G L IH JH AH N S,9
2976,N EH G L AH JH AH N T,9
2976,N EH G L IH JH AH N T,9
3184,N EH G L AH JH AH B AH L,10
3184,N EH G L IH JH AH B AH L,10
2992,N AH G OW SH AH B AH L,9
2920,N AH G OW SH IY EY T,8
2920,N IH G OW SH IY EY T,8
3872,N IH G OW SH IY EY SH AH N,10
3432,N AH G OW SH IY EY T ER,9
3432,N IH G OW SH IY EY T ER,9
1058,N IY G R OW,5
1324,N IY G R OY D,6
1224,N IY G AH S,5
1080,N IY DH ER,4
826,N AY DH ER,4
952,N EH L IY,4
1848,N EH L S AH N,6
2064,N EH M AH S IH S,7
2936,N IY OW K L AE S IH K,9
3664,N IY OW K L AE S IH K AH L,11
1008,N IY AA N,4
1512,N IY AH F AY T,6
1265,N AH P AO L,5
2072,N EH P AH L IY Z,7
1762,N AH P AO L IY,6
1058,N EH F Y UW,5
3056,N EH P AH T IH Z AH M,9
1775,N EH P T UW N,6
440,N ER V,3
1224,N ER V AH S,5
824,N ER V IY,4
568,N EH S,3
1080,N EH S T,4
1520,N EH S AH L,5
568,N EH T,3
1080,N EH DH ER,4
568,N EH T,3
1376,N EH T IH NG,5
1520,N EH T AH L,5
1265,N UH R AH L,5
3523,N UH R AE S TH IY N IY AH,10
3705,N UH R AA L AH JH AH S T,10
2681,N UH R AA L AH JH IY,8
2511,N UH R OW S AH S,7
2201,N UH R AA T IH K,7
1207,N UW T ER,4
1775,N UW T R AH L,6
3045,N UW T R AE L AH T IY,9
4655,N UW T R AH L AH Z EY SH AH N,12
2439,N UW T R AH L AY Z,8
1775,N UW T R AA N,6
1736,N AH V AA D AH,6
1576,N AH V AE D AH,6
824,N EH V ER,4
126,N UW,2
3393,N UW F AH N D L AH N D,10
639,N UW T,3
1647,N UW T AH N,5
3175,N UW T OW N IY AH N,8
1224,N EH K S T,5
824,N EH K S,4
1736,N EH K S AH S,6
112,N IY,2
1778,N AY AH S AH N,6
1778,N AY AH S IH N,6
440,N IH B,3
1168,N IH B AH L,5
2272,N IH K ER AA G W AH,8
2664,N IH K ER AA G W AH N,9
426,N AY S,3
568,N IY S,3
1850,N AY S IH T IY,6
568,N IH CH,3
440,N IH K,3
1168,N IH K AH L,5
2176,N IH K AH T IY N,7
568,N IY S,3
1224,N IH F T IY,5
826,N AY JH ER,4
1978,N AY JH IH R IY AH,7
2418,N AY JH IH R IY AH N,8
2112,N IH G ER D L IY,7
824,N IH G ER,4
84,N AY,2
426,N AY T,3
1954,N AY T IH NG G EY L,8
2482,N AY AH L IH Z AH M,8
504,N IH L,3
378,N AY L,3
1208,N IH M B AH L,6
1264,N IH M B AH S,6
1264,N IH M R AA D,6
1944,N IH NG K AH M P UW P,9
378,N AY N,3
2208,N AY N T IY IH TH,7
1184,N AY N T IY,5
952,N IH N IY,4
728,N AY N TH,4
440,N IH P,3
824,N IH P ER,4
1168,N IH P AH L,5
1168,N IH P AA N,5
824,N IH P IY,4
1616,N ER V AA N AH,6
1520,N IH S AH N,5
568,N IH T,3
1498,N AY T R EY T,6
1386,N AY T R IH K,6
2450,N AY T R AH JH AH N,8
4112,N AY T R OW G L IH S ER AH N,12
3986,N AY T R AH G L IH S ER AH N,12
1720,N IH T R AH S,6
824,N IH K S,4
126,N OW,2
1265,N OW B EH L,5
2681,N OW B IH L AH T IY,8
1265,N OW B AH L,5
1667,N OW B L EH S,6
1833,N OW B AH D IY,6
2504,N AA K T ER N AH L,8
568,N AA D,3
639,N OW D,3
1647,N AA JH UW L,5
1127,N OW EH L,4
497,N OY Z,3
953,N OY Z IY,4
1029,N OW M AE D,5
1853,N OW M AE D IH K,7
3008,N OW M AH N K L EY CH ER,10
1832,N AA M AH N AH L,7
1896,N AA M AH N AH T,7
1896,N AA M AH N EY T,7
2848,N AA M AH N EY SH AH N,9
1440,N AA M AH N IY,6
3208,N AA N AH G R EH SH AH N,10
952,N AA N S,4
3136,N AA N SH AH L AA N T,9
504,N AH N,3
1647,N UW D AH L,5
495,N UH K,3
567,N UW N,3
639,N UW S,3
495,N OW P,3
495,N AO R,3
921,N AO R AH,4
1689,N AO R D IH K,6
1389,N AO R F AH K,6
741,N AO R M,4
1287,N AO R M AH L,6
2191,N AO R M AH L S IY,8
2582,N AO R M AE L AH T IY,9
4167,N AO R M AH L IH Z EY SH AH N,12
1951,N AO R M AH L AY Z,8
1287,N AO R M AH N,6
2215,N AO R M AH T IH V,8
921,N AO R S,4
921,N AO R TH,4
2209,N AO R DH ER L IY,7
1761,N AO R DH ER N,6
1211,N AO R W EY,5
2619,N AO R W IY JH AH N,8
639,N OW Z,3
2887,N AO S T AE L JH AH,8
3255,N AO S T AE L JH IH K,9
2176,N AA S T R IH L,7
568,N AA T,3
2303,N OW T AH B AH L,7
1719,N OW T ER IY,5
2671,N OW T EY SH AH N,7
568,N AA CH,3
639,N OW T,3
1719,N OW T AH D,5
1719,N OW T IH D,5
1376,N AH TH IH NG,5
1719,N OW T AH S,5
1719,N OW T IH S,5
3983,N OW T AH F AH K EY SH AH N,11
1851,N OW T AH F AY,6
1647,N OW SH AH N,5
2871,N OW T ER AY AH T IY,8
3039,N OW T AO R IY AH S,8
378,N AW N,3
1080,N ER IH SH,4
639,N UW S,3
921,N OW V AH,4
1168,N AA V AH L,5
2584,N AA V AH L AH S T,8
1713,N OW V EH L AH,6
2072,N AA V AH L T IY,7
1641,N OW V EH M B ER,7
1224,N AA V AH S,5
84,N AW,2
1736,N AA K SH AH S,6
1520,N AA Z AH L,5
560,EH N TH,3
1575,N UW AA N S,5
440,N AH B,3
1667,N UW K L IY ER,6
2179,N UW K L IY AH S,7
639,N UW D,3
568,N AH JH,3
2231,N UW D IH S T,6
2231,N UW D IH T IY,6
1224,N AH G IH T,5
2095,N UW S AH N S,6
504,N AH L,3
3688,N AH L AH F AH K EY SH AH N,11
1556,N AH L AH F AY,6
376,N AH M,3
864,N AH M B ER,5
1562,N UW M ER AH L,6
2426,N UW M EH R AH K AH L,9
2426,N UW M EH R IH K AH L,9
1634,N UW M ER AH S,6
2818,N UW M IH S M AE T IH K,10
504,N AH N,3
1992,N AH N S IY OW,6
1664,N AH P CH AH L,6
568,N ER S,3
1592,N ER S ER IY,5
1080,N ER CH ER,4
568,N AH T,3
1831,N UW T R IY AH,6
2719,N UW T R IY AH N T,8
2783,N UW T R IH SH AH N,8
2855,N UW T R IH SH AH S,8
2711,N UW T R AH T IH V,8
1520,N AH Z AH L,5
1120,N AY L AA N,5
606,N IH M F,4
2874,N IH M F AH M EY N IY AE K,11
2974,N IH M F OW M EY N IY AE K,11
9,OW,1
108,OW K,2
108,AO R,2
1736,OW EY S IH S,5
144,OW T,2
144,OW TH,2
1904,AA B D ER AH T,6
2846,OW B IY D IY AH N S,8
2846,OW B IY D IY AH N T,8
934,OW B IY S,4
880,AH B IY S,4
2470,OW B IY S AH T IY,7
2416,AH B IY S AH T IY,7
534,OW B EY,3
2224,AA B F AH S K EY T,8
3176,AA B F AH S K EY SH AH N,10
2886,OW B IH CH UW EH R IY,8
1632,AA B JH EH K T,6
1632,AH B JH EH K T,6
2472,AH B JH EH K SH AH N,8
3976,AH B JH EH K SH AH N AH B AH L,12
2400,AH B JH EH K T IH V,8
3696,AA B JH EH K T IH V IH T IY,11
2032,AH B JH EH K T ER,7
1888,AA B L AH G EY T,7
2840,AA B L AH G EY SH AH N,9
3312,AH B L IH G AH T AO R IY,10
1020,AH B L AY JH,5
1104,AH B L IY K,5
2768,AH B L IH T ER EY T,8
3720,AH B L IH T ER EY SH AH N,10
2328,AH B L IH V IY AH N,8
2400,AH B L IH V IY AH S,8
1122,AA B L AO NG,5
594,OW B OW,3
2124,OW B OW AH S T,6
1320,AA B S IY N,5
1320,AH B S IY N,5
2736,AH B S EH N IH T IY,8
1710,AH B S K Y UH R,7
3048,AH B S K Y UH R AH T IY,10
2896,AH B S IY K W IY AH S,9
2424,AH B Z ER V AH N S,8
2424,AH B Z ER V AH N T,8
2984,AA B Z ER V EY SH AH N,9
3456,AH B Z ER V AH T AO R IY,10
1248,AH B Z ER V,5
1392,AH B S EH S,5
2344,AH B S EH SH AH N,7
3184,AH B S EH SH AH N AH L,9
2272,AH B S EH S IH V,7
2856,AH B S IH D IY AH N,8
3624,AA B S AH L EH S AH N S,10
3624,AA B S AH L EH S AH N T,10
2224,AA B S AH L IY T,7
2224,AA B S AH L IY T,7
2488,AA B S T AH K AH L,8
2944,AH B S T EH T R IH K,9
3672,AH B S T EH T R IH K AH L,11
4008,AA B S T AH T R IH SH AH N,11
3248,AA B S T AH N AH S IY,9
2736,AA B S T AH N AH T,8
3216,AH B S T R EH P ER AH S,10
2304,AH B S T R AH K T,8
3144,AH B S T R AH K SH AH N,10
3072,AH B S T R AH K T IH V,10
1320,AH B T EY N,5
1656,AH B T R UW D,6
2592,AH B T R UW S IH V,8
1512,AA B T UW S,5
1072,AH B V ER S,5
1584,AA B V IY EY T,6
1584,AA B V IY AH S,6
1832,AH K EY ZH AH N,6
2672,AH K EY ZH AH N AH L,8
2792,AA K S AH D EH N T,8
3688,AA K S AH D EH N T AH L,10
1272,AH K AH L T,5
2592,AA K Y AH P AH N S IY,9
2136,AA K Y AH P AH N T,8
2696,AA K Y AH P EY SH AH N,9
3536,AA K Y AH P EY SH AH N AH L,11
1536,AA K Y AH P AY ER,7
1236,AA K Y AH P AY,6
480,AH K ER,3
1768,AH K ER AH N S,6
1152,OW SH AH N,4
2264,OW SH IY AE N IH K,7
